"","datetime","Org","NH4","SO4","NO3","Chl","qc_flag_Org","qc_flag_NH4","qc_flag_SO4","qc_flag_NO3","qc_flag_Chl"
"2838","2026-04-29 05:00:00",1.20783343022901,0.549179963649651,0.352787314583,0.450562227436495,0.00536809112336226,"1a","1a","1a","1a","1a"
"2839","2026-04-29 06:00:00",1.31973281094646,0.476394570247957,0.320471381562367,0.361242209091791,NA,"1a","1a","1a","1a","0a"
"2840","2026-04-29 07:00:00",1.21048536271711,0.383688035952588,0.283716377160939,0.310778294496605,NA,"1a","1a","1a","1a","0a"
"2841","2026-04-29 08:00:00",1.02588325855567,0.531194460126264,0.178694754074212,0.251840520747613,NA,"1a","1a","1a","1a","0a"
"2842","2026-04-29 09:00:00",1.22905121894477,0.356918559036436,0.2191189596569,0.304833148528684,NA,"1a","1a","1a","1a","0a"
"2843","2026-04-29 10:00:00",1.37849527160013,0.422673445320909,0.0886837158110917,0.320299640324902,NA,"1a","1a","1a","1a","0a"
"2844","2026-04-29 11:00:00",1.09161146181557,0.229348648034122,0.213112487266692,0.143867716430082,NA,"1a","1a","1a","1a","0a"
"2845","2026-04-29 12:00:00",0.940735588116914,0.0564341167994439,0.123834038214848,0.0840148164280555,0.00424988917899678,"1a","1a","1a","1a","1a"
"2846","2026-04-29 13:00:00",0.890982911998219,0.158016951530499,0.140667011016733,0.0740212962949826,NA,"1a","1a","1a","1a","0a"
"2847","2026-04-29 14:00:00",0.81848415472648,NA,0.154330510654248,0.0640047796129786,NA,"1a","0a","1a","1a","0a"
"2848","2026-04-29 15:00:00",1.05621878731051,0.173933904821661,0.236728104289727,0.116057390063946,NA,"1a","1a","1a","1a","0a"
"2849","2026-04-29 16:00:00",1.07125494855521,0.204290291914857,0.206001421449601,0.15906680371864,NA,"1a","1a","1a","1a","0a"
"2850","2026-04-29 17:00:00",1.09623641024485,0.240979272158981,0.212843015513845,0.10258725474399,NA,"1a","1a","1a","1a","0a"
"2851","2026-04-29 18:00:00",1.01967322386618,0.186590908599387,0.119143660196755,0.130437203266738,0.00553946195143299,"1a","1a","1a","1a","1a"
"2852","2026-04-29 19:00:00",0.954148496916305,0.196310560540531,0.259127485934102,0.100635438675776,NA,"1a","1a","1a","1a","0a"
"2853","2026-04-29 20:00:00",1.20138383602821,0.29222220914835,0.249481902515763,0.164297118618833,NA,"1a","1a","1a","1a","0a"
"2854","2026-04-29 21:00:00",1.04002103435907,0.245856967973044,0.284629454086781,0.232961539385064,0.00130505252220685,"1a","1a","1a","1a","1a"
"2855","2026-04-29 22:00:00",1.15864872042885,0.385875416860153,0.343934892357107,0.244836657970872,NA,"1a","1a","1a","1a","0a"
"2856","2026-04-29 23:00:00",1.19516719888729,0.38501636356521,0.267893514838787,0.280134690866311,NA,"1a","1a","1a","1a","0a"
"2857","2026-04-30 00:00:00",1.09840090909726,0.388961570304397,0.258707171771554,0.32059655758238,NA,"1a","1a","1a","1a","0a"
"2858","2026-04-30 01:00:00",1.28844182251372,0.486086016675143,0.301796445892938,0.27946554890141,NA,"1a","1a","1a","1a","0a"
"2859","2026-04-30 02:00:00",1.38795749917685,0.367676342118394,0.359168376946554,0.318604942355067,NA,"1a","1a","1a","1a","0a"
"2860","2026-04-30 03:00:00",1.41455808588871,0.485251136009619,0.253506478571455,0.368018851965514,NA,"1a","1a","1a","1a","0a"
"2861","2026-04-30 04:00:00",1.58575681329126,0.418562940746703,0.264351445459623,0.407856159077651,NA,"1a","1a","1a","1a","0a"
"2862","2026-04-30 05:00:00",1.6249287079819,0.58501041102909,0.249441545986709,0.437118306451884,0.00331252627575015,"1a","1a","1a","1a","1a"
"2863","2026-04-30 06:00:00",1.71873097135171,0.589818375446532,0.318217039652358,0.492245336942428,NA,"1a","1a","1a","1a","0a"
"2864","2026-04-30 07:00:00",1.91341272084637,0.459678275211542,0.335844592858463,0.469610498071661,NA,"1a","1a","1a","1a","0a"
"2865","2026-04-30 08:00:00",2.3213479540204,0.505563839371936,0.304679769829282,0.440025846340087,NA,"1a","1a","1a","1a","0a"
"2866","2026-04-30 09:00:00",2.06128449246311,0.387362060344893,0.380404632776253,0.334638840389772,0.0045481865523553,"1a","1a","1a","1a","1a"
"2867","2026-04-30 10:00:00",2.32916238272747,0.258385687276996,0.235595002363631,0.386813058031078,NA,"1a","1a","1a","1a","0a"
"2868","2026-04-30 11:00:00",2.25512068250551,0.482766368227265,0.261536240641378,0.357712638178438,0.00144826344441327,"1a","1a","1a","1a","1a"
"2869","2026-04-30 12:00:00",2.52589025149784,NA,0.291899112952154,0.352343027713293,0.0165240689314526,"1a","0a","1a","1a","1a"
"2870","2026-04-30 13:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2871","2026-04-30 14:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2872","2026-04-30 15:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2873","2026-04-30 16:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2874","2026-04-30 17:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2875","2026-04-30 18:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2876","2026-04-30 19:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2877","2026-04-30 20:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2878","2026-04-30 21:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2879","2026-04-30 22:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2880","2026-04-30 23:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2881","2026-05-01 00:00:00",3.27485688360107,0.608598609496881,0.254083089478988,1.14496798195914,0.00926156520031942,"1a","1a","1a","1a","1a"
